"X","Y","DateTime","ID"
1096283.43730152,-2112336.37768664,2012-12-17 21:13:00,"MET.K1"
1096000.12531455,-2111578.90870014,2012-12-18 01:13:00,"MET.K1"
1096083.2499511,-2111559.35210564,2012-12-18 05:14:00,"MET.K1"
1095626.44236231,-2110211.43484511,2012-12-18 09:14:00,"MET.K1"
1095958.57033363,-2110735.8448592,2012-12-18 13:13:00,"MET.K1"
1096450.72676604,-2111413.31845635,2012-12-18 17:13:00,"MET.K1"
1097175.41449354,-2111701.36974166,2012-12-18 21:13:00,"MET.K1"
1097456.42518596,-2110795.32324468,2012-12-19 01:13:00,"MET.K1"
1097693.86721811,-2112446.4658542,2012-12-19 13:15:00,"MET.K1"
1097855.12664813,-2113018.78404187,2012-12-19 17:13:00,"MET.K1"
1096489.68441941,-2113808.56554581,2012-12-19 21:13:00,"MET.K1"
1096192.30462504,-2115287.82933794,2012-12-20 01:13:00,"MET.K1"
1096250.76963103,-2115539.90448551,2012-12-20 05:13:00,"MET.K1"
1095583.93008525,-2116281.12901303,2012-12-20 09:13:00,"MET.K1"
1095628.36454463,-2116051.28520051,2012-12-20 17:14:00,"MET.K1"
1095026.49927334,-2115206.80875544,2012-12-20 21:13:00,"MET.K1"
1094382.63022227,-2114843.57920325,2012-12-21 01:13:00,"MET.K1"
1094657.90541659,-2115488.46105461,2012-12-21 05:13:00,"MET.K1"
1095637.47374091,-2111345.94184481,2012-12-21 09:13:00,"MET.K1"
1095653.90682385,-2110770.50011944,2012-12-21 13:14:00,"MET.K1"
1095937.63582629,-2110565.04630079,2012-12-21 17:13:00,"MET.K1"
1095621.06632061,-2109557.45765788,2012-12-21 21:13:00,"MET.K1"
1095319.58523336,-2109164.14296941,2012-12-22 01:13:00,"MET.K1"
1095169.10428373,-2109567.36861264,2012-12-22 05:13:00,"MET.K1"
1095474.8856725,-2109367.06149893,2012-12-22 09:13:00,"MET.K1"
1095358.68864528,-2109000.83953502,2012-12-22 13:14:00,"MET.K1"
1095357.61737975,-2108047.90292197,2012-12-22 17:13:00,"MET.K1"
1095253.03100677,-2107188.37503484,2012-12-22 21:13:00,"MET.K1"
1094763.63357087,-2107472.85886253,2012-12-23 01:13:00,"MET.K1"
1094665.67584181,-2109368.82307813,2012-12-23 09:12:00,"MET.K1"
1094920.58543232,-2109796.20654691,2012-12-23 13:13:00,"MET.K1"
1094225.03400256,-2110737.84716067,2012-12-23 17:12:00,"MET.K1"
1094761.27711988,-2109027.20980355,2012-12-23 21:12:00,"MET.K1"
1094704.51707171,-2109147.69321131,2012-12-24 01:11:00,"MET.K1"
1094393.82313507,-2109896.0146496,2012-12-26 20:35:00,"MET.K1"
1094410.6523133,-2110852.78133115,2012-12-27 00:41:00,"MET.K1"
1095209.3790611,-2111043.0505011,2012-12-27 03:42:00,"MET.K1"
1094981.86968459,-2110389.70930547,2012-12-27 05:15:00,"MET.K1"
1094573.44533338,-2109737.2297389,2012-12-27 09:11:00,"MET.K1"
1094799.87723528,-2110194.8299646,2012-12-27 13:13:00,"MET.K1"
1094460.69182523,-2110941.11842382,2012-12-27 17:12:00,"MET.K1"
1093616.10323239,-2109445.18184888,2012-12-27 21:11:00,"MET.K1"
1095362.47499236,-2107666.67629787,2012-12-28 01:11:00,"MET.K1"
1095652.47795841,-2108121.88116781,2012-12-28 09:11:00,"MET.K1"
1095696.01327508,-2108051.00827372,2012-12-28 13:12:00,"MET.K1"
1094539.17938543,-2111788.68300949,2012-12-28 17:11:00,"MET.K1"
1093545.7694597,-2111536.58466219,2012-12-28 21:11:00,"MET.K1"
1094206.8067831,-2112093.76490399,2012-12-29 01:11:00,"MET.K1"
1094358.76929578,-2112005.25565003,2012-12-29 05:11:00,"MET.K1"
